series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,support_pixels,guide_residual_px,evidence_status,segment_break,status,candidate_id,support_x_min,support_x_max,group_assignment_cost,competing_series,line_semantics
test-0deg,0.006434782608695646,35.0887513884131,8.695652173913021e-05,1.69149590483012,164,422.0,6.0,3,1.5670142101387796,visible_pixel_support,False,visible_candidate,line-test-0deg-000026,,,,,
test-0deg,0.006608695652173906,35.0887513884131,8.695652173913021e-05,0.28191598413835095,165,422.0,1.0,3,5.294319501583232,visible_pixel_support,False,visible_candidate,line-test-0deg-000027,,,,,
test-0deg,0.006782608695652167,35.93449934082817,8.695652173913021e-05,0.14095799206917548,166,419.0,0.5,2,6.0,visible_pixel_support,False,visible_candidate,line-test-0deg-000028,,,,,
test-0deg,0.006956521739130427,36.78024729324322,8.695652173913021e-05,0.14095799206917548,167,416.0,0.5,1,6.703642153835688,visible_pixel_support,False,visible_candidate,line-test-0deg-000029,,,,,
test-0deg,0.007130434782608688,37.62599524565829,8.695652173913021e-05,0.14095799206917548,168,413.0,0.5,2,7.425696996630563,visible_pixel_support,False,visible_candidate,line-test-0deg-000030,,,,,
test-0deg,0.007304347826086948,38.47174319807334,8.695652173913021e-05,0.14095799206917548,169,410.0,0.5,2,8.162980366880163,visible_pixel_support,False,visible_candidate,line-test-0deg-000031,,,,,
test-0deg,0.0074782608695652085,41.85473500773358,8.695652173913021e-05,0.14095799206918969,170,398.0,0.5,2,0.08769189691986412,visible_pixel_support,False,visible_candidate,line-test-0deg-000032,,,,,
test-0deg,0.007652173913043469,41.85473500773358,8.695652173913021e-05,0.28191598413836516,171,398.0,1.0,3,3.670496043726132,visible_pixel_support,False,visible_candidate,line-test-0deg-000033,,,,,
test-0deg,0.00782608695652173,44.67389484911712,8.695652173913368e-05,1.8324538968992954,172,388.0,6.5,5,2.56563997268654,visible_pixel_support,False,visible_candidate,line-test-0deg-000034,,,,,
test-0deg,0.007999999999999993,44.39197886497877,8.695652173913021e-05,0.28191598413835095,173,389.0,1.0,3,2.20071589233811,visible_pixel_support,False,visible_candidate,line-test-0deg-000035,,,,,
test-0deg,0.008521739130434774,49.184550595330776,8.695652173913021e-05,0.14095799206917548,176,372.0,0.5,1,3.5171068390095,visible_pixel_support,True,visible_candidate,line-test-0deg-000036,,,,,
test-0deg,0.009391304347826077,50.876046500160896,8.695652173913021e-05,0.14095799206917548,181,366.0,0.5,1,9.039171163742708,visible_pixel_support,True,visible_candidate,line-test-0deg-000037,,,,,
test-0deg,0.011478260869565209,62.9984338181101,8.695652173913021e-05,0.14095799206917548,193,323.0,0.5,1,7.181901468770434,visible_pixel_support,True,visible_candidate,line-test-0deg-000038,,,,,
test-0deg,0.01199999999999999,65.25376169121692,8.695652173913021e-05,0.14095799206917548,196,315.0,0.5,1,8.722115685937013,visible_pixel_support,True,visible_candidate,line-test-0deg-000039,,,,,
test-0deg,0.014608695652173903,81.88680475537979,8.695652173913021e-05,0.14095799206917548,211,256.0,0.5,1,7.462314720639483,visible_pixel_support,True,visible_candidate,line-test-0deg-000040,,,,,
test-0deg,0.021913043478260855,96.26451994643581,8.695652173913021e-05,0.14095799206917548,253,205.0,0.5,2,8.137101197530228,visible_pixel_support,True,visible_candidate,line-test-0deg-000041,,,,,
test-0deg,0.022086956521739115,96.54643593057418,8.695652173913021e-05,0.14095799206918969,254,204.0,0.5,2,8.329877269146237,visible_pixel_support,False,visible_candidate,line-test-0deg-000042,,,,,
